37.23890329,126.7729443,27.29450999
37.23900635,126.7730111,26.98125983
37.2391094,126.773077,27.359662
37.23919848,126.7731349,28.07862381
37.23929384,126.7731988,27.93192839
37.23938919,126.7732623,27.88078901
37.23946729,126.7733142,28.18204949
37.23956818,126.7733821,27.91070682
37.23966617,126.7734473,27.50862919
37.23975071,126.7735026,28.0519542
37.23986515,126.7735792,26.57810129
37.2399732,126.7736471,27.46066783
37.24010969,126.7737362,27.99532477
37.24019535,126.7737934,28.19945336
37.24026454,126.77384,27.84483584
37.2403411,126.7738908,27.76606627
37.24041474,126.7739395,27.84997026
37.24048164,126.7739839,27.43049276
37.24054238,126.7740235,28.38136498
37.24061134,126.7740703,28.28989984
37.24066666,126.7741077,27.81417109
37.24073849,126.7741553,27.34744636
37.24079452,126.7741917,27.81465474
37.24088506,126.7742517,28.52682613
37.24096986,126.7743096,24.52814255
37.24103593,126.7743496,20.30513668
37.24110402,126.7743865,20.62552232
37.24113909,126.7744028,20.6941653
37.24117547,126.77442,14.18490656
37.2412094,126.7744361,14.36258682
37.24125129,126.7744494,14.22338833
37.2412858,126.7744605,10.18421414
37.24131972,126.7744713,8.512384353
37.24135207,126.7744786,7.520055576
37.24139143,126.774486,4.067796213
37.24142098,126.7744909,3.866008521
37.24146016,126.7744944,4.277284394
37.24150846,126.7744985,2.625661698
37.24154465,126.7745019,5.712147522
37.24166096,126.7745086,20.2488141
37.24174771,126.7745195,17.36730461
37.24178936,126.7745388,5.95022405
37.24184205,126.7745595,5.683799614
37.24190621,126.7745679,6.271462951
37.2419654,126.7745753,-15.2176008
37.24201321,126.7745819,-19.34292699
37.24204189,126.7745721,-5.317261482
37.24208135,126.7745547,-0.783499324
37.24214208,126.7745476,-21.0268647
37.24218865,126.7745468,-26.02422962
37.24222075,126.7745313,-25.8542389
37.24226999,126.7745011,-14.35406238
37.24231681,126.7744726,-1.721128902
37.24234823,126.7744625,-1.510202649
37.24242771,126.7744595,-1.816276669
37.24249716,126.7744572,-1.959238062
37.24255239,126.774455,-5.559927113
37.24260126,126.7744529,-12.77414275
37.24265687,126.7744461,-30.8058164
37.24270041,126.7744337,-41.71858754
37.2427426,126.7744021,-70.11602283
37.24277537,126.7743654,-89.46290712
37.24279063,126.7743124,-90.70369629
37.24279108,126.7742521,-90.25666118
37.24279042,126.7741846,-91.96212046
37.24279018,126.7741173,-90
37.24278826,126.7740469,-95.28337872
37.24278826,126.7739991,-133.1164094
37.24278653,126.7739756,-175.503516
37.24277684,126.7739626,147.5209626
37.24276368,126.7739613,107.6181764
37.2427533,126.7739696,92.72656834
37.2427488,126.7739874,90.83961923
37.24274811,126.7740056,97.21878764
37.24274776,126.7740356,114.425134
37.24274534,126.7740596,136.3568659
37.24273876,126.7740778,111.5639321
37.24272457,126.7740948,90
37.24271488,126.7741256,90
37.24271488,126.7742,105.6374053
37.24271488,126.7742452,124.3381148
37.24270795,126.7742763,137.0521927
37.2426943,126.7743014,139.1604871
37.24267557,126.7743233,153.5181906
37.24265494,126.7743457,169.3243007
37.24263145,126.7743604,178.2480106
37.24260569,126.7743665,178.099628
37.24255624,126.7743684,179.5862919
37.24248906,126.7743712,-164.0837742
37.24244496,126.7743716,-167.1173572
37.24241481,126.7743608,179.183608
37.24238592,126.7743525,178.925633
37.24231888,126.7743537,179.0003805
37.24225096,126.7743553,179.1357867
37.24217796,126.7743569,177.5037606
37.24209352,126.7743585,178.1045203
37.24200952,126.7743631,152.723579
37.24196141,126.7743651,161.8566893
37.24193717,126.7743808,178.8595799
37.24191652,126.7743893,177.7751752
37.24187253,126.7743904,179.0794408
37.2418254,126.7743927,178.5847638
37.24178081,126.7743936,-179.5593927
37.24173892,126.7743949,-179.5586249
37.24168716,126.7743944,-178.7956184
37.24163549,126.7743939,-179.0152693
37.24157869,126.7743924,-178.7381925
37.24151848,126.7743911,-178.8118966
37.24146788,126.7743897,-170.3614684
37.24141414,126.7743883,-164.8117475
37.24136117,126.774377,-164.1040194
37.2413034,126.7743573,-161.2534141
37.24124805,126.7743375,-159.3716869
37.24117205,126.7743051,-156.357957
37.24109634,126.7742693,-155.8176501
37.24102087,126.7742278,-154.7012926
37.24094641,126.7741858,-154.6570729
37.24088864,126.7741515,-152.8790462
37.2408288,126.7741159,-152.5797382
37.24076212,126.774073,-151.0288477
37.24068785,126.7740246,-160.8405704
37.24063968,126.7739911,-157.122575
37.24054207,126.7739485,-151.0251834
37.2404583,126.7739041,-153.387747
37.24034961,126.7738285,-152.4420202
37.24031084,126.7738041,-152.5460104
37.24023197,126.7737524,-152.4182237
37.24015229,126.7737004,-152.2758286
37.24008051,126.7736533,-152.1542345
37.24000174,126.7736013,-152.0910469
37.23992247,126.7735487,-152.1908108
37.23983289,126.7734891,-152.7258573
37.23973946,126.7734272,-152.528362
37.23965901,126.7733751,-152.6161502
37.23957893,126.7733228,-152.1262441
37.23950316,126.7732735,-152.1741764
37.23943166,126.773226,-152.1359358
37.2393573,126.7731767,-152.3278289
37.23928562,126.7731291,-153.0305642
37.23918451,126.7730625,-152.804351
37.23907468,126.7729923,-150.1825955
37.23900124,126.7729449,0
37.23892206,126.7728879,
