3, 0, 2.851966, 1.425983, 87.000000
3, 0, 2.860688, 1.430344, 87.000000
3, 0, 2.864345, 1.432173, 87.000000
3, 0, 2.852314, 1.426157, 87.000000
3, 0, 2.856488, 1.428244, 87.000000
3, 0, 2.856488, 1.428244, 87.000000
3, 0, 2.855438, 1.427719, 87.000000
3, 0, 2.855438, 1.427719, 87.000000
3, 0, 2.865169, 1.432585, 87.000000
3, 0, 2.795278, 1.397639, 88.000000
3, 0, 2.795278, 1.397639, 88.000000
3, 0, 2.862380, 1.431190, 87.000000
3, 0, 2.862380, 1.431190, 87.000000
3, 0, 2.860098, 1.430049, 87.000000
3, 0, 2.861082, 1.430541, 87.000000
3, 0, 2.861082, 1.430541, 87.000000
3, 0, 2.861219, 1.430609, 87.000000
3, 0, 2.844822, 1.422411, 87.000000
3, 0, 2.851597, 1.425799, 87.000000
3, 0, 2.854307, 1.427153, 87.000000
3, 0, 2.848851, 1.424425, 87.000000
3, 0, 2.854309, 1.427154, 87.000000
3, 0, 2.875348, 1.437674, 87.000000
3, 0, 2.860531, 1.430265, 87.000000
3, 0, 2.859585, 1.429793, 87.000000
3, 0, 2.862435, 1.431218, 87.000000
3, 0, 2.858261, 1.429131, 87.000000
3, 0, 2.862694, 1.431347, 87.000000
3, 0, 2.870301, 1.435151, 87.000000
3, 0, 2.847914, 1.423957, 87.000000
3, 0, 2.854996, 1.427498, 87.000000
3, 0, 2.858422, 1.429211, 87.000000
3, 0, 2.856941, 1.428470, 87.000000
3, 0, 2.841903, 1.420952, 87.000000
3, 0, 2.861939, 1.430969, 87.000000
3, 0, 2.871292, 1.435646, 87.000000
3, 0, 2.863623, 1.431811, 87.000000
3, 0, 2.867904, 1.433952, 87.000000
3, 0, 2.847934, 1.423967, 87.000000
3, 0, 2.864562, 1.432281, 87.000000
3, 0, 2.852591, 1.426295, 87.000000
3, 0, 2.862486, 1.431243, 87.000000
3, 0, 2.848010, 1.424005, 87.000000
3, 0, 2.857806, 1.428903, 87.000000
3, 0, 2.864968, 1.432484, 87.000000
3, 0, 2.849425, 1.424712, 87.000000
3, 0, 2.860217, 1.430108, 87.000000
3, 0, 2.855513, 1.427757, 87.000000
3, 0, 2.859592, 1.429796, 87.000000
